,name,Speciality,Experience,Location,District,DP_score,Num_of_votes,Consultation_Fee,Degree
822,Dr. Sowjanya Aggarwal,Gynecologist/Obstetrician,18,Delhi,Patparganj,100% ,4,1000,"MBBS, MS - Obstetrics & Gynaecology"
823,Dr. Nidhi Kumar   (Physiotherapist),Physiotherapist,17,Delhi,Rajouri Garden,99% ,65,800,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
824,Dr. Anurag Puri,Urologist,16,Delhi,Vasant Kunj,94% ,19,1000,"MBBS, MS - General Surgery, MCh - Urology"
825,Dr. Parul Kohli,Dentist,15,Delhi,Gujranwala Town,100% ,87,500,BDS
826,Dr. Pratima Grover,Homoeopath,37,Delhi,Mayur Vihar Ph-I,100% ,35,500,BHMS
827,Dr. Ashok Sarin,Nephrologist,52,Delhi,Safdarjung Development Area,92% ,55,2000,"MBBS, MD - Medicine,  FRCP"
828,Dr. Shikha Goel,Dentist,16,Delhi,Malviya Nagar,98% ,304,500,"BDS, MDS - Conservative Dentistry & Endodontics"
829,Dr. Anurag Tandon,Ear-Nose-Throat (ENT) Specialist,33,Delhi,Patparganj,57% ,27,1000,"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT"
830,Dr. Shikha Goel,Dentist,16,Delhi,Malviya Nagar,98% ,304,500,"BDS, MDS - Conservative Dentistry & Endodontics"
831,Dr. Anurag Tandon,Ear-Nose-Throat (ENT) Specialist,33,Delhi,Patparganj,57% ,27,1000,"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT"
832,Dr. Prerna Mahapatra,Dentist,8 ,Delhi,Dwarka Sector 22,100% ,13,400,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
833,Dr. Sukanya Patra,Gynecologist/Obstetrician,26,Delhi,Vasant Vihar,98% ,89,1000,"MBBS, DGO, MRCOG(UK)"
834,Dr. Ankita Chandna,Gynecologist/Obstetrician,17,Delhi,Shalimar Bagh,89% ,8,1100,"MBBS, MD - Obstetrics & Gynaecology"
835,Dr. Dixit Kumar Thakur,Pulmonologist,9 ,Delhi,Friends Colony West,100% ,7,1000,"MBBS, DNB - Pulmonary Medicine"
836,Dr. Subhima Bhalla,Dentist,11,Delhi,Nizamuddin East,100% ,90,500,"BDS, MDS - Paedodontics And Preventive Dentistry"
837,Dr. Sanneya Manchanda,Dentist,9 ,Delhi,Jangpura,100% ,115,400,"BDS, MDS - Conservative Dentistry & Endodontics"
838,Mr. Dharmendra Kumar,Speech Therapist,18,Delhi,Vasant Kunj,100% ,18,1000,"Diploma in Hearing Language & Speech, BASLP"
839,Dr. SK Khanna,Ophthalmologist,47,Delhi,Patel Nagar West,99% ,83,800,"MBBS, MS - Ophthalmology"
840,Dr. Madhav Shyam,Homoeopath,27,Delhi,Dwarka Sector 12,93% ,44,300,BHMS
841,Dr. Sonal,Dentist,16,Delhi,Kingsway Camp,100% ,6,500,BDS
842,Dr. Ashwini Jain,Ophthalmologist,28,Delhi,Shahdara,81% ,16,400,"MBBS, DOMS"
843,Dr. Manreet Sidhu,Dentist,11,Delhi,Greater Kailash Part 2,100% ,12,1000,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
844,Dr. Anil Sabharwal,Pediatrician,46,Delhi,Ram Vihar,100% ,9,1000,"MBBS, MD - Pediatrics"
845,Dr. Manu Saxena,Dermatologist,34,Delhi,Nehru Place,75% ,2,1000,"MBBS, DVD"
846,Dr. Sankalp Bali,Orthopedist,22,Delhi,Model Town 1,98% ,142,700,"MBBS, DNB - Orthopedics/Orthopedic Surgery"
847,Dr. Santosh Jha,Pulmonologist,11,Delhi,Malviya Nagar,99% ,170,1000,"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD), DNB - Respiratory Diseases"
848,Dr. Vivek Bindal,Bariatric Surgeon,13,Delhi,Patparganj,100% ,4,1000,"MBBS, DNB - General Surgery, MS - General Surgery, MRCS (UK), FNB - Minimal Access Surgery, MNAMS - General Surgery"
849,Dr. Suyesha Khanijao,Gynecologist/Obstetrician,14,Delhi,Saket,95% ,81,1000,"MBBS, DNB - Obstetrics & Gynecology"
850,Dr. S.K.Pandey,Veterinarian,31,Delhi,Rohini,88% ,4,500,Bachelor in Veterinary Science and Animal Husbandary (BVSc & AH)
851,Dr. Nikhil Modi,Pulmonologist,12,Delhi,Sarita Vihar,83% ,6,1500,"MBBS, MD - Pulmonary Medicine"
852,Dr. Rajesh Sardana,Cosmetologist,13,Delhi,Panchsheel Park,100% ,5,900,"BDS, MDS, Fellowship in Aesthetic Medicine (FAM)"
853,Dr. Sukhvinder Singh Saggu,General Surgeon,22,Delhi,Punjabi Bagh,91% ,8,1000,"MBBS, MS - General Surgery, Fellow of American College of Surgeons(FACS)"
854,Dr. Sheri Yadav,Dentist,12,Delhi,Pitampura,100% ,76,500,BDS
855,Dr. Bipin Dubey,Cardiologist,36,Delhi,Dwarka Sector 6,83% ,11,1100,"MBBS, MD - Medicine, DM - Cardiology"
856,Dr. Raju Easwaran,Orthopedist,19,Delhi,Shalimar Bagh,100% ,3,1500,"MS - Orthopaedics, MBBS"
857,Dr. Smita Saraf,Dentist,12,Delhi,Pitampura,100% ,22,500,BDS
858,Dr. Rishikesh Jha,Oncologist,13,Delhi,Sarita Vihar,100% ,1,1500,"MBBS, MD - General Medicine, DNB  - Medical Oncology"
859,Dr. Mahima Wadhwa,Dermatologist,11,Delhi,Shalimar Bagh,100% ,51,800,"MBBS, MD - Dermatology , Venereology & Leprosy"
860,Dr. Saloni Chopra,Gynecologist/Obstetrician,11,Delhi,Vikas Puri,94% ,30,500,"MD - Obstetrics & Gynaecology, MBBS"
861,Dr. Abhishek Kumar Mishra,Orthopedist,25,Delhi,Hauz Khas,97% ,121,1200,"MBBS, MS - Orthopaedics"
862,Dr. Shyla Vahab,Ayurveda,28,Delhi,Dwarka Sector 13,93% ,11,500,BAMS
863,Dr. Manoj Ranka,Internal Medicine,19,Delhi,Panchsheel Park,25% ,1,1500,"MBBS, MD - Medicine"
864,Dr. Yogesh Solanki,Ophthalmologist,26,Delhi,Rohini,83% ,7,500,"MBBS, DO"
865,Dr. Sabina Vij,Pediatrician,21,Delhi,Panchsheel Park,100% ,12,1000,"MBBS, Diploma in Child Health (DCH), DNB - Pediatrics"
866,Dr. Harshita Surange,Radiologist,25,Delhi,Dwarka Sector 19,95% ,248,1000,"MBBS, Diploma in Medical Radio-Diagnosis"
867,Dr. Parvathi Unninayar Iyer,Pediatrician,39,Delhi,Okhla,N/A,N/A,1500,"MBBS, MD - Pediatrics, Fellowship in Neonatology"
868,Dr. Nitika Nijhara,Dermatologist,7 ,Delhi,Patel Nagar East,99% ,52,800,"MBBS, MD - Dermatology , Venereology & Leprosy"
869,Dr. Atmesh Kumar,Psychiatrist,17,Delhi,Rohini,96% ,45,1200,"MBBS, M.D. (Psychiatry)"
870,Dr. Abu Jonayed   (Physiotherapist),Physiotherapist,8 ,Delhi,Siri Fort Road,100% ,2,1000,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy"
871,Dr. Jaishree Noor,Dermatologist,18,Delhi,Vasant Vihar,97% ,16,1500,"MBBS, MD - Dermatology , Venereology & Leprosy"
872,Dr. Lalit,Orthopedist,10,Delhi,Green Park,100% ,16,1200,"MBBS, MS - Orthopaedics"
873,Dr. Surendra Nath Khanna,Cardiothoracic Surgeon,36,Delhi,Okhla,100% ,N/A,1500,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery"
874,Dr. Harsh Goyal,Dentist,13,Delhi,Janakpuri,100% ,235,500,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
875,Dr. S.Srivastava   (Physiotherapist),Physiotherapist,11,Delhi,Burari,100% ,N/A,350,"MPTh/MPT - Neurological Physiotherapy, BPTh/BPT"
876,Dr. Ashitabh Tiwari,Psychiatrist,17,Delhi,Pusa Road,N/A,N/A,1200,"M.D. (Psychiatry), MBBS"
877,Dr. S Mahanta,Orthopedist,26,Delhi,Dwarka,95% ,150,600,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
878,Dr. (Prof) RK Suri   (PhD),Psychologist,38,Delhi,Dwarka,96% ,215,4000,"PhD -  Clinical Psychology, MA - Applied Psychology, M.Phil - Clinical Psychology, LLB"
879,Dr. Ila Gupta,Gynecologist/Obstetrician,38,Delhi,Patparganj,58% ,7,1100,"MBBS, MD - Obstetrics & Gynaecology, Diploma in Advanced Endoscopic Gynae Surgery"
880,Dr. Jaya Gupta,Dermatologist,11,Delhi,Greater Kailash Part 1,98% ,35,1200,"MD - Dermatology, MBBS"
881,Dr. Manoj Khanal,Neurologist,16,Delhi,Shalimar Bagh,64% ,8,1000,"MBBS, MD - General Medicine, DM - Neurology"
882,Dr. Kuntal Deb Barma,Hair Transplant Surgeon,17,Delhi,Safdarjung Enclave,94% ,15,1000,"MBBS, MD - Dermatology , Venereology & Leprosy"
883,Dr. Yugal K Mishra,Cardiac Surgeon,41,Delhi,Dwarka Sector 6,67% ,3,1100,"MBBS, MS - General Surgery, PhD - Cardio Thoracic & Vascular Surgery"
884,Dr. Srishti Bhatia,Dentist,8 ,Delhi,Janakpuri,97% ,47,500,"BDS, MDS - Orthodontics"
885,Dr. Kapil Aggarwal,General Surgeon,23,Delhi,Nehru Place,64% ,17,1000,"MS - General Surgery, MBBS"
886,Dr. Ankur Sharma,Orthopedist,10,Delhi,Rohini Sector 24,100% ,1,500,"MBBS, MS - Orthopaedics"
887,Dr. Amit K Tyagi,Pediatrician,17,Delhi,Pusa Road,N/A,N/A,1100,"MD - Pediatrics, MBBS"
888,Dr. Archana Rawat,Gynecologist/Obstetrician,15,Delhi,Dwarka Sector 7,98% ,116,500,"DGO, MBBS, DNB - Obstetrics & Gynecology"
889,Dr. Sunil Kumar S,Hair Transplant Surgeon,18,Delhi,Safdarjung Enclave,84% ,10,1000,"MBBS, MD - (Dermatology & STD)"
890,Dr. Juhi Agrawal,Plastic Surgeon,16,Delhi,Dwarka Sector 6,100% ,N/A,1100,"MBBS, MS - General Surgery, MCh - Plastic Surgery"
891,Dr. Shailesh Jain,Neurosurgeon,20,Delhi,Pitampura,95% ,84,1200,"MBBS, MS - General Surgery, MCh - Neuro Surgery"
892,Dr. Heena Gandhi,Dentist,14,Delhi,Shalimar Bagh,100% ,1,300,"BDS, MDS - Conservative Dentistry & Endodontics"
893,Ms. Kanika Chaturvedi,Occupational Therapist,8 ,Delhi,Vasant Kunj,100% ,25,1000,Bachelor of Occupational Therapy (BOT)
894,Dr. Mukta Garg,Homoeopath,24,Delhi,Janakpuri,100% ,54,500,BHMS
895,Dr. Atul Kumar Garg,Orthopedist,22,Delhi,Rohini,99% ,52,600,N/A
896,Dr. Amit Kumar Srivastava,Orthopedist,21,Delhi,Patparganj,100% ,N/A,1000,N/A
897,Dr. Gaurav Kharbanda,Dentist,20,Delhi,Lajpat Nagar,100% ,8,500,"BDS, MDS - Prosthodontist And Crown Bridge"
898,Dr. Sasha Raikhy,Psychiatrist,18,Delhi,Safdarjung Enclave,92% ,182,1500,"MBBS, DNB - Psychiatry"
899,Dr. Rajat Saha,Oncologist,21,Delhi,Patparganj,80% ,4,800,"MBBS, MD - General Medicine, DNB  - Medical Oncology"
900,Dr. Vimal Kumar Dakour,Orthopedist,18,Delhi,Lajpat Nagar,96% ,36,500,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
901,Dr. Sandip Banerjee,Laparoscopic Surgeon,19,Delhi,Kalkaji,100% ,N/A,1050,"MBBS, DNB - General Surgery"
902,Dr. Krishna Subramony Iyer,General Surgeon,43,Delhi,Okhla,67% ,2,1500,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery"
903,Dr. Vishal Arya,Dentist,24,Delhi,Pitampura,99% ,138,500,"BDS, MDS - Pedodontics, Certificate of Oral Implantology"
904,Dr. Manjusha Goel,Gynecologist/Obstetrician,24,Delhi,Punjabi Bagh,50% ,1,1000,"MBBS, MD - Obstetrics & Gynaecology"
905,Dr. Shashi Garg,Homoeopath,23,Delhi,Janakpuri,88% ,5,600,"BHMS, MD - Homeopathy"
906,Dr. Nithish Anchal,Vascular Surgeon,18,Delhi,Sarita Vihar,60% ,3,1500,"MBBS, MS - General Surgery, FNB- Peripheral Vascular Surgery"
907,Dr. Raj Kumar Bajpai,Homoeopath,50,Delhi,Dwarka,91% ,9,700,BMS(H)
908,Dr. Ankita Kalra,Dentist,12,Delhi,Dwarka Sector 7,93% ,10,300,BDS
909,Dr. Sanjay Kumar Gudwani,Ear-Nose-Throat (ENT) Specialist,30,Delhi,Okhla,100% ,N/A,1500,"MBBS, MS - ENT"
910,Dr. Lovkesh Anand,Gastroenterologist,17,Delhi,Dwarka Sector 6,74% ,15,1100,"MBBS, MD - General Medicine, DM - Hepatology"
911,Dr. Satinder Kumar Jain,Thoracic (Chest) Surgeon,44,Delhi,Dwarka Sector 6,100% ,1,1100,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery"
912,Dr. I P S Kochar,Pediatrician,37,Delhi,Sarita Vihar,N/A,N/A,2000,"MBBS, MD - Pediatrics"
913,Ms. Divya Malhotra,Psychologist,7 ,Delhi,Model Town,98% ,38,1200,"BA (Hons.) - Applied Psychology, MA - Counseling Psychology, Diploma in Special Education (Autism Spectrum Disorder)"
914,Dr. Khushbu Goel,Neurologist,15,Delhi,Dwarka Sector 6,95% ,50,1100,"MBBS, MD - General Medicine, DM - Neurology"
915,Dr. Ankita Katiyar,Pediatrician,5 ,Delhi,Malviya Nagar,100% ,11,400,"MBBS, Diploma in Child Health (DCH)"
916,Dr. Raman Jain,Spine Surgeon,22,Delhi,Rohini,96% ,25,600,"MBBS, MS - Orthopaedics"
917,Dr. Preeti Jain Pruthi,Dentist,16,Delhi,Krishna Nagar,100% ,6,300,"BDS, MDS - Conservative Dentistry & Endodontics"
918,Dr. Somnath Sengupta,Psychiatrist,32,Delhi,Greater Kailash Part 2,100% ,1,2000,"MD - Psychological Medicine, MBBS"
919,Dr. Vikas Chopra,Cardiologist,26,Delhi,Green Park,90% ,17,750,"MBBS, DM - Cardiology"
920,Dr. Sandhya Thakkar   (Physiotherapist),Physiotherapist,15,Delhi,Sarita Vihar,100% ,1,700,BPTh/BPT
921,Dr. Bhawna Bhardwaj,Dermatologist,11,Delhi,Greater Kailash Part 1,100% ,2,600,"MBBS, DDVL"
922,Dr. Vikas Chopra,Cardiologist,26,Delhi,Green Park,90% ,17,750,"MBBS, DM - Cardiology"
923,Dr. Ankita singh,Gynecologist/Obstetrician,13,Delhi,Shalimar Bagh,100% ,2,800,"MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
924,Dr. Noor Ul Din Malik,Ear-Nose-Throat (ENT) Specialist,15,Delhi,Sarita Vihar,N/A,N/A,1500,"MBBS, MS - ENT"
925,Dr. Amit Gupta,Spine Surgeon,20,Delhi,Rohini,100% ,12,1000,"MCh - Neuro Surgery, MS - General Surgery, MBBS"
926,Dr. Amanjot Singh,Ophthalmologist,34,Delhi,Panchsheel Park,100% ,2,1000,"MS - Ophthalmology, MBBS"
927,Dr. Neeraj Wadhwa,Ophthalmologist,22,Delhi,Malviya Nagar,87% ,272,650,"MD - Ophthalmology, MBBS"
928,Dr. Nidhi Gupta,Dentist,22,Delhi,New Friends Colony,99% ,179,600,BDS
929,Dr. R.S Chatterjee,Pulmonologist,42,Delhi,Dwarka Sector 12,N/A,N/A,1200,"MBBS, MD - General Medicine, DNB - Respiratory Diseases, MD - Tuberculosis & Respiratory Diseases/Medicine"
930,Dr. R.S Chatterjee,Pulmonologist,42,Delhi,Dwarka Sector 12,N/A,N/A,1200,"MBBS, MD - General Medicine, DNB - Respiratory Diseases, MD - Tuberculosis & Respiratory Diseases/Medicine"
931,Dr. Mala Bhattacharjee,Ear-Nose-Throat (ENT) Specialist,27,Delhi,Patparganj,100% ,4,800,"MBBS, MS - ENT"
932,Dr. Anuj Sharma   (Physiotherapist),Physiotherapist,10,Delhi,Dilshad Garden,100% ,2,300,MPTh/MPT - Orthopedic Physiotherapy
933,Dr. Abhishek Mathur,Dentist,10,Delhi,Lajpat Nagar,N/A,N/A,500,"BDS, MDS - Prosthodontics"
934,Dr. Vinay Kumar Rai,Pediatrician,15,Delhi,Dwarka Sector 6,100% ,1,1100,"MBBS, MD - Pediatrics"
935,Dr. S Radha Krishnan,Cardiologist,42,Delhi,Okhla,90% ,3,1500,"MBBS, MD - General Medicine, DM - Cardiology"
936,Dr. Poonam Agarwal,Gynecologist/Obstetrician,32,Delhi,Paschim Vihar,99% ,128,1000,"MBBS, DGO, DNB - Obstetrics & Gynecology"
937,Dr. Archana Arora,Dentist,22,Delhi,Vikas Puri,96% ,85,500,"BDS, Comprehensive Course in Modern Endodontics"
938,Dr. Nikky Yadav,Gynecologist/Obstetrician,10,Delhi,Greater Kailash Part 1,N/A,N/A,800,"MBBS, MS - Obstetrics & Gynaecology"
939,Dr. Piyush Varshney,Urologist,19,Delhi,Vasundhra Enclave,88% ,41,600,"MBBS, MS - General Surgery, MCh - Urology"
940,Dr. Sumiran Passey,Sports Medicine Specialist,10,Delhi,Vasant Vihar,100% ,2,2500,"MBBS, MD - Sports Medicine"
941,Dr. Sajjan Rajpurohit,Oncologist,19,Delhi,Shalimar Bagh,80% ,5,1000,"MBBS, MD - Pediatrics, DNB  - Medical Oncology"
942,Dr. Atish Narayanrao Bakane,Pediatrician,12,Delhi,Sarita Vihar,N/A,N/A,1000,"DNB - Paediatrics, Diploma in Child Health (DCH), MBBS, FNB -  Pediatric Hematology Oncology"
943,Dr. Ashu Agarwal,Ophthalmologist,31,Delhi,Sarita Vihar,100% ,N/A,1500,"MBBS, MS - Ophthalmology"
944,Dr. (Prof) Raju Vaishya,Orthopedist,40,Delhi,Sukhdev Vihar,86% ,46,1200,"MBBS, MS - Orthopaedics, FRCS - General Surgery"
945,Dr. Rajiv Agarwal,Cardiologist,32,Delhi,Saket,50% ,1,1200,"MBBS, MD - Medicine, DM - Cardiology, Fellowship In Interventional  Cardiology"
946,Dr. Anju Mangla,Dermatologist,27,Delhi,Sarita Vihar,68% ,18,2000,"MBBS, MD - Dermatology , Venereology & Leprosy"
947,Dr. Brig. Pankaj Puri,Gastroenterologist,33,Delhi,Okhla,94% ,11,1500,"MBBS, MD - General Medicine, DNB - General Medicine, DM - Gastroenterology"
948,Dr. Anurag Ahuja,Dentist,15,Delhi,Mayur Vihar Ph-I,97% ,1106,300,"BDS, MDS - Prosthodontist And Crown Bridge"
949,Dr. Rakesh Kumar,Orthopedist,22,Delhi,Karol Bagh,N/A,N/A,1050,"MBBS, MS - Orthopaedics"
950,Dr. Saipriya Tewari,Pain Management Specialist,8 ,Delhi,Dwarka Sector 6,100% ,N/A,900,"MD - Anaesthesiology, MBBS"
951,Dr. Ashok Khera,Cardiologist,40,Delhi,Okhla,100% ,1,1500,"MBBS, MD - General Medicine, DNB - Cardiology"
952,Dr. Ankit Bhartia,Orthopedist,14,Delhi,Dwarka Sector 3,98% ,316,600,"MBBS, MS - Orthopaedics"
953,Dr. Ashish Prasad,Pediatric Surgeon,17,Delhi,Pusa Road,100% ,N/A,800,"MBBS, DNB - General Surgery, DNB - Pediatric Surgery"
954,Dr. Ashima Gulia,Gynecologist/Obstetrician,15,Delhi,Malviya Nagar,100% ,1,1100,"MBBS, MD - Obstetrics & Gynaecology"
955,Dr. Sourav Biswas,Homoeopath,19,Delhi,Pitampura,100% ,4,450,"MD - Homeopathy, BHMS"
956,Dr. Neeru Chugh Dhingra,Ear-Nose-Throat (ENT) Specialist,20,Delhi,Pitampura,96% ,15,700,"MBBS, MS - ENT, DNB - Otorhinolaryngology"
957,Dr. Vikram Kumar Singh,Pediatrician,23,Delhi,CR Park,100% ,2,1000,"MBBS, MD - Pediatrics"
958,Dr. Rajiv Nandy   (PhD),Psychologist,21,Delhi,Yojana Vihar,83% ,4,1500,"PhD - Psychology, MA - Psychology"
959,Dr. Sushma Dikhit,Gynecologist/Obstetrician,41,Delhi,Patparganj,63% ,22,1100,"MBBS, MS - Obstetrics & Gynaecology, MRCOG(UK)"
960,Dr. Arpana Haritwal,Gynecologist/Obstetrician,17,Delhi,Saket,100% ,1,1000,"MBBS, MS - Obstetrics & Gynaecology"
961,Dr. Harbinder Singh,Urologist,18,Delhi,Rohini Sector 3,98% ,65,800,"DNB - Urology/Genito - Urinary Surgery, MBBS, MS - General Surgery"
962,Dr. Deepa Ekbote,Ophthalmologist,25,Delhi,Nehru Place,92% ,7,1000,"MBBS, MS - Ophthalmology"
963,Dr. Gunjan Verma,Dermatologist,10,Delhi,Dwarka,96% ,51,500,"MD - Dermatology , Venereology & Leprosy, MBBS"
964,Dr. Anibha  Pandey,Pediatrician,13,Delhi,Nehru Place,80% ,4,800,"MBBS, DNB - Paediatrics"
965,Dr. Vishal Nigam,Ophthalmologist,21,Delhi,Neb Sarai,98% ,91,600,"MBBS, DNB - Ophthalmology"
966,Dr. Neena Bahl,Gynecologist/Obstetrician,34,Delhi,Greater Kailash Part 2,97% ,13,1500,"MBBS, MD - Midwifery & Gynecology"
967,Dr. Anuj Valecha,Dentist,21,Delhi,Rohini,100% ,82,500,BDS
968,Dr. Richa Gupta   (Physiotherapist),Physiotherapist,14,Delhi,Jagriti Enclave,75% ,7,1200,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
969,Dr. Sanjeev Kumar,Oncologist,13,Delhi,Dwarka Sector 6,100% ,1,1100,"MBBS, MS - General Surgery, MCh - Surgical Oncology"
970,Dr. Richa Gupta   (Physiotherapist),Physiotherapist,14,Delhi,Jagriti Enclave,75% ,7,1200,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
971,Dr. Parul Gupta,Dentist,20,Delhi,Karol Bagh,98% ,188,500,"BDS, Certification in Laser Dentistry"
972,Dr. Ashok Saxena,Pediatrician,40,Delhi,Dwarka Sector 6,83% ,5,1100,"MBBS, MD - Pediatrics, DM - Neonatology"
973,Dr. Arpana Jain,Gynecologist/Obstetrician,30,Delhi,Kingsway Camp,95% ,280,1500,"MBBS, DGO, DNB - Obstetrics & Gynecology"
974,Dr. Saurabh Pokhariyal,Nephrologist,26,Delhi,Dwarka Sector 6,100% ,3,1100,"MBBS, DM - Nephrology"
975,Dr. Sandeep Jain,General Surgeon,20,Delhi,Patparganj,92% ,12,800,"MBBS, DNB - General Surgery"
976,Dr. Apala Singh,Psychiatrist,6 ,Delhi,Pitampura,100% ,1,1000,N/A
977,Dr. Sumeet Shah,General Surgeon,28,Delhi,Greater Kailash Part 1,100% ,2,1200,"MBBS, MS - General Surgery, DNB - General Surgery"
978,Dr. Madhumita Patel,Gynecologist/Obstetrician,16,Delhi,Chattarpur,100% ,177,600,"MBBS, DNB - Obstetrics & Gynecology, DGO"
979,Dr. Pradeep K Dewan,Bariatric Surgeon,42,Delhi,Patparganj,80% ,3,800,"MBBS, MS - General Surgery"
980,Dr. Vibhu Bahl,Orthopedist,22,Delhi,Sarita Vihar,100% ,2,1200,N/A
981,Dr. Manju Aggarwal,Gynecologist/Obstetrician,22,Delhi,Pitampura,100% ,39,800,"MBBS, DGO, Fellow of Indian College of Obstetrics and Gynecology (FICOG)"
982,Dr. Tarun Sharma,Dentist,13,Delhi,Prashant Vihar,100% ,4,500,N/A
983,Dr. Akash Sabharwal,Orthopedist,16,Delhi,Panchsheel Park,100% ,N/A,1500,"MBBS, M.Ch - Orthopaedics, MS - Orthopaedics"
984,Dr. Nivedita Raizada,Gynecologist/Obstetrician,17,Delhi,Vasant Kunj,100% ,256,800,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
985,Dr. Kiranjeet Kaur,Gynecologist/Obstetrician,25,Delhi,Saket,95% ,24,1000,"DNB - Obstetrics & Gynecology, DGO, MNAMS - Obstetrics & Gynaecology, MBBS"
986,Dr. Jasvinder Kaur,Gynecologist/Obstetrician,18,Delhi,Rohini Sector 3,100% ,20,600,"MBBS, DNB - Obstetrics & Gynecology"
987,Dr. Neha Jain,Gynecologist/Obstetrician,17,Delhi,Mehrauli,95% ,121,500,"MBBS, DGO"
988,Dr. Mayank Ashok,Dentist,12,Delhi,Greater Kailash Part 1,99% ,125,500,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
989,Dr. Shalini Chawla Khanna,Gynecologist/Obstetrician,24,Delhi,Alaknanda,99% ,244,1000,"MBBS, DGO, DNB - Obstetrics & Gynecology"
990,Dr. Mridu Avinashi,Homoeopath,35,Delhi,Rajouri Garden,100% ,1,700,N/A
991,Dr. Pearl Bhardwaj,Dentist,9 ,Delhi,Model Town 2,100% ,8,400,"BDS, MDS - Periodontics"
992,Dr. Ginni Gulati,Gynecologist/Obstetrician,21,Delhi,Punjabi Bagh,90% ,16,1000,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
993,Dr. Priya Agarwal,Gynecologist/Obstetrician,11,Delhi,Dilshad Garden,100% ,14,500,"MS - Obstetrics & Gynaecology, MBBS"
994,Dr. Poonam Sidana,Pediatrician,26,Delhi,Punjabi Bagh,100% ,10,1000,"MBBS, MD - Pediatrics"
995,Dr. Deepak Nakra,Dentist,22,Delhi,Punjabi Bagh,97% ,24,500,"BDS, Fellowship in Oral implantlogy, Certificate of Oral Implantology"
996,Dr. Mamta Mishra,Gynecologist/Obstetrician,29,Delhi,Vasant Kunj,97% ,74,1200,"MBBS, MD / MS - Obstetrics & Gynaecology, MRCOG(UK)"
997,Dr. Anjali Deswal,Dentist,2 ,Delhi,Rohini Sector 16,100% ,3,200,BDS
998,Dr. Naveen Kumar Verma,General Surgeon,7 ,Delhi,Dwarka Sector 6,N/A,N/A,1100,"MBBS, MS - General Surgery"
999,Dr. Vijay Dagar,Ayurveda,12,Delhi,Uttam Nagar,92% ,9,500,BAMS
1000,Dr. Tushita Singh,Dentist,11,Delhi,Dwarka Sector 11,99% ,129,500,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
1001,Dr. Anurag Jain,Ear-Nose-Throat (ENT) Specialist,26,Delhi,Patparganj,100% ,1,1000,"MBBS, MS - ENT"
1002,Dr. Shivanjali Bansal,Dentist,18,Delhi,Shalimar Bagh,98% ,73,500,BDS
1003,Dr. Inder Mohan Chugh,Pulmonologist,30,Delhi,Shalimar Bagh,100% ,3,2000,"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine, DNB - Respiratory Diseases"
1004,Ms. Mahima Bhatia,Psychologist,4 ,Delhi,Malviya Nagar,100% ,14,1000,"PGD in Rehabilitation Psychology, MA - Psychology"
1005,Dr. Rajendra Kumar Agarwal,Cardiologist,23,Delhi,Panchsheel Park,100% ,1,1000,"MBBS, MD - General Medicine, DNB - Cardiology, FNB - Interventional  Cardiology"
1006,Dr. Alok Agarwal,Ear-Nose-Throat (ENT) Specialist,33,Delhi,Patel Nagar East,94% ,97,2000,N/A
1007,Dr. Kushal jain,Psychiatrist,19,Delhi,Lajpat Nagar,96% ,150,1100,"M.D. (Psychiatry), MBBS, Master of Public Health (MPH)"
1008,Dr. Prateek Bhandari,Dentist,14,Delhi,Krishna Nagar,100% ,50,350,N/A
1009,Dr. Anupma Gupta,Gynecologist/Obstetrician,23,Delhi,Pitampura,80% ,7,600,"MBBS, MD - Obstetrics & Gynaecology"
1010,Dr. Deepti Rajput,Dentist,16,Delhi,Rajouri Garden,97% ,10,669,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
1011,Dr. Atul Gupta,Dentist,23,Delhi,Ashok Vihar,95% ,80,1000,"BDS, MDS - Conservative Dentistry & Endodontics"
1012,Dr. Meenakshi Kapoor,Dermatologist,12,Delhi,Rohini Sector 7,94% ,38,800,"MBBS, MD - Dermatology , Venereology & Leprosy"
