,name,Speciality,Experience,Location,District,DP_score,Num_of_votes,Consultation_Fee,Degree
801,Dr. Aarthi Bharat,Gynecologist/Obstetrician,23,Bangalore,Banashankari,97% ,101,600,"MBBS, MD - Obstetrics & Gynaecology"
802,Dr. Anand Shenoy,Cardiologist,22,Bangalore,Old Airport Road,64% ,20,900,"MBBS, MD - General Medicine, DM - Cardiology"
803,Dr. Kiran Prasad N V,Plastic Surgeon,17,Bangalore,Bannerghatta Road,99% ,66,500,"MBBS, DNB - General Surgery, DNB - Plastic Surgery"
804,Dr. Mohini S Jadwani,Gynecologist/Obstetrician,41,Bangalore,Richmond Town,94% ,9,550,"MBBS, MD - Obstetrics & Gynaecology"
805,Dr. Gopathi Haritha,Dentist,11,Bangalore,HSR Layout,96% ,41,300,BDS
806,Dr. Daisy Bagchi,Homoeopath,11,Bangalore,Banaswadi,94% ,82,500,BHMS
807,Dr. Divyashree PS,Gynecologist/Obstetrician,16,Bangalore,JP Nagar,98% ,207,500,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, FNB - Reproductive Medicine"
808,Dr. Rashmi K,Homoeopath,18,Bangalore,Bannerghatta Road,100% ,17,480,BHMS
809,Dr. Roopa Bhushan,GastroIntestinal Surgeon,21,Bangalore,Sampangiramnagar,99% ,153,800,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology"
810,Dr. Roopa Bhushan,GastroIntestinal Surgeon,21,Bangalore,Sampangiramnagar,99% ,153,800,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology"
811,Dr. Rashmi K,Homoeopath,18,Bangalore,Bannerghatta Road,100% ,17,480,BHMS
812,Dr. Poornima. M,Gynecologist/Obstetrician,17,Bangalore,Old Airport Road,97% ,26,850,"MBBS, MS - Obstetrics & Gynaecology"
813,Dr. Preeti Prabhakar Shetty,Gynecologist/Obstetrician,18,Bangalore,Bannerghatta Road,27% ,11,850,"MBBS, MD - Obstetrics & Gynaecology"
814,Dr. Sindhu Haldal,Dentist,13,Bangalore,JP Nagar,99% ,20,300,"BDS, MDS - Conservative Dentistry & Endodontics"
815,Dr. Dimple Bhatiya,Dentist,8 ,Bangalore,Varthur,100% ,132,200,BDS
816,Dr. Payal Mahapatra,Gynecologist/Obstetrician,16,Bangalore,Marathahalli,90% ,97,650,"MBBS, DGO"
817,Dr. Rashmi Sandeep,Dentist,18,Bangalore,Indiranagar,96% ,189,500,BDS
818,Dr. Keshav R,Cardiologist,34,Bangalore,Cunningham Road,97% ,14,700,"MD - General Medicine, DNB - Cardiology, MBBS"
819,Dr. Prashant C Dheerendra,Nephrologist,17,Bangalore,Jayanagar,97% ,89,700,"DM - Nephrology, MD - General Medicine, MBBS"
820,Dr. Ritika Bhatt,Ear-Nose-Throat (ENT) Specialist,12,Bangalore,Sarjapur Road,94% ,53,650,"MS - ENT, MBBS"
821,Dr. Swetha Gutha,Dermatologist,11,Bangalore,Harlur,97% ,97,500,"MBBS, MD - Dermatology , Venereology & Leprosy"
822,Dr. Girish Anand M S,Ear-Nose-Throat (ENT) Specialist,25,Bangalore,Hebbal,83% ,23,900,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology"
823,Dr. Aparnaa Panda,Gynecologist/Obstetrician,24,Bangalore,Bannerghatta Road,92% ,803,850,"MBBS, MD - Obstetrics & Gynaecology"
824,Dr. Deepa,Dermatologist,14,Bangalore,Sarjapur Road,98% ,87,600,"MBBS, DDVL, DNB - Dermatology, Venereology & Leprosy"
825,Dr. Dinesh,Dentist,14,Bangalore,Basaveshwaranagar,96% ,32,300,"BDS, MDS - Conservative Dentistry & Endodontics"
826,Dr. Anusham A Anantharam,Plastic Surgeon,24,Bangalore,Hebbal,100% ,2,980,"MBBS, DNB - General Surgery, MCh - Plastic Surgery"
827,Dr. Amrith Kiran Shetty,Dentist,19,Bangalore,Banaswadi,96% ,237,500,BDS
828,Dr. Sridhara N,Cardiologist,26,Bangalore,Rajajinagar,94% ,14,630,"MBBS, MD - General Medicine, DM - Cardiology"
829,Dr. Vijay Mehtry,Psychiatrist,14,Bangalore,JP Nagar 7 Phase,98% ,90,800,"MBBS, M.D. (Psychiatry)"
830,Dr. Chitra Sreenivasa Murthy,Gynecologist/Obstetrician,21,Bangalore,Electronics City,93% ,66,850,"MBBS, DGO, MRCOG(UK)"
831,Dr. Rakesh J P,Internal Medicine,8 ,Bangalore,Nagarbhavi,100% ,201,450,"MBBS, MD - General Medicine"
832,Dr. Palanivel Mayavan   (Physiotherapist),Physiotherapist,23,Bangalore,Malleswaram,97% ,42,600,"MPTh/MPT - Sports Physiotherapy, BPTh/BPT"
833,Dr. Poornima Kasaragod,Ayurveda,34,Bangalore,Banaswadi,98% ,130,400,BAMS
834,Dr. Shabbir Ulla Khan,Dentist,10,Bangalore,Jayanagar,98% ,27,250,"BDS, MD - Acupressure"
835,Dr. Aishwarya Radhakrishna,Dermatologist,14,Bangalore,Jayanagar 5 Block,91% ,46,600,"MBBS, DDVL"
836,Dr. Vinay Ural,Oncologist,21,Bangalore,Bannerghatta Road,100% ,1,1000,"MBBS, Diploma in Radio Therapy, DNB - Radiotherapy"
837,Dr. Shakir Tabrez,General Surgeon,20,Bangalore,Cunningham Road,96% ,15,700,"MBBS, MS - General Surgery, MCh - Urology"
838,Dr. Sneha Sood,Cosmetologist,10,Bangalore,Indiranagar,97% ,77,500,"MBBS, DDVL"
839,Dr. Marimallappa T R,Dentist,18,Bangalore,Hebbal Kempapura,96% ,30,600,"BDS, MDS - Oral & Maxillofacial Surgery, FICOI, Fellowship in Aesthetic Medicine (FAM)"
840,Dr. Sreekar Harinatha,Plastic Surgeon,18,Bangalore,Kalyan Nagar,99% ,170,700,"MBBS, MS - General Surgery, MCh - Plastic & Reconstructive Surgery, DNB - Plastic Surgery"
841,Dr. Poovamma A S,Dermatologist,8 ,Bangalore,HSR Layout,95% ,15,600,"MBBS, MD - Dermatology , Venereology & Leprosy"
842,Dr. Prabhuraj,Dentist,26,Bangalore,Rajarajeshwarinagar,100% ,1,300,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
843,Dr. Shaik Mussaveer Ahmed,Dentist,9 ,Bangalore,Richmond Town,100% ,3,400,BDS
844,Dr. Shakuntala V Modi,Nephrologist,26,Bangalore,Rajajinagar,90% ,36,800,"DNB - Nephrology, MD - Pediatrics, MBBS"
845,Dr. Vadhiraja B M,Oncologist,26,Bangalore,Old Airport Road,100% ,1,900,"MBBS, MD - Radiotherapy"
846,Dr. Kiran Joshy,Dermatologist,14,Bangalore,RT Nagar,96% ,136,600,"MBBS, DDVL"
847,Dr. Priyanka Mehta,Dentist,3 ,Bangalore,Electronics City,100% ,29,350,MDS - Conservative Dentistry & Endodontics
848,Dr. Krishna Mohan Rao,Dentist,18,Bangalore,Horamavu,96% ,99,600,"BDS, Fellowship in Aesthetic Medicine (FAM)"
849,Dr. Subhashini,Dentist,10,Bangalore,Electronics City,93% ,8,400,"BDS, MDS"
850,Dr. Sumedha Gandotra,Pediatrician,16,Bangalore,Sarjapur Road,99% ,55,650,"MBBS, DNB - Paediatrics"
851,Dr. Prateek Patil,General Surgeon,15,Bangalore,Ulsoor,96% ,33,500,"MS - General Surgery, MBBS"
852,Dr. Kiran Chandra Patro,Nephrologist,23,Bangalore,Rajajinagar,93% ,38,800,"MBBS, DNB - General Medicine, DNB - Nephrology"
853,Dr. Sridhara G,Cardiologist,25,Bangalore,Old Airport Road,90% ,17,900,"MBBS, DM - Cardiology"
854,Dr. Sushma,Gynecologist/Obstetrician,12,Bangalore,Basaveshwaranagar,98% ,44,500,"MBBS, DGO, DNB - Obstetrics & Gynecology"
855,Dr. Archita Tiwari   (Physiotherapist),Physiotherapist,5 ,Bangalore,Koramangala 6 Block,99% ,236,400,BPTh/BPT
856,Dr. Venkatdeep Mohan,Orthopedist,16,Bangalore,JP Nagar,100% ,56,500,"MBBS, DNB - Orthopedics/Orthopedic Surgery"
857,Dr. Srikanth E Neruganti,Orthopedist,10,Bangalore,Kundalahalli,98% ,137,650,"MBBS, MS - Orthopaedics"
858,Dr. Swetha Gowda,Dermatologist,11,Bangalore,Indiranagar,92% ,60,600,"MBBS, MD - Dermatology"
859,Dr. Swati Kedia,Dentist,13,Bangalore,BTM Layout,99% ,152,500,"BDS, MDS - Pedodontics"
860,Dr. Namrata Singh,Dermatologist,9 ,Bangalore,HSR Layout,100% ,15,600,"MBBS, MD - Dermatology , Venereology & Leprosy"
861,Dr. Dimpy Gohrani   (Physiotherapist),Physiotherapist,10,Bangalore,Hebbal,100% ,40,500,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy"
862,Dr. Shamaz Mohamed,Dentist,19,Bangalore,Wilson Garden,99% ,136,500,"BDS, MDS - Community Dentistry"
863,Dr. Shwetha,Dentist,17,Bangalore,Indiranagar,96% ,76,500,BDS
864,Dr. Padmasri V,Gynecologist/Obstetrician,27,Bangalore,VV Puram,89% ,19,600,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
865,Dr. Sudheendra Udbalker,Dermatologist,21,Bangalore,Bannerghatta Road,97% ,68,850,"MBBS, DNB - Dermatology & Venereology, DDVL"
866,Dr. G Girish,Oncologist,19,Bangalore,Hebbal,100% ,5,900,"MBBS, MS - General Surgery, MCh - Surgical Oncology"
867,Dr. Aruna Kumari V,Gynecologist/Obstetrician,15,Bangalore,Bellandur,88% ,47,850,"MBBS, DGO"
868,Dr. Manik Chowdhury,Dentist,11,Bangalore,Bannerghatta Road,99% ,75,500,BDS
869,Dr. Sanjana Shivashankar,Dermatologist,13,Bangalore,Indiranagar,95% ,63,650,"MBBS, MD - Dermatology , Venereology & Leprosy"
870,Dr. Swetha Mohan,Dentist,14,Bangalore,RT Nagar,96% ,23,500,"BDS, MDS - Paedodontics And Preventive Dentistry"
871,Dr. Yogesh Pithwa,Spine Surgeon,20,Bangalore,Jayanagar,94% ,97,650,"FNB - Spine Surgery, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MNAMS - Orthopaedics, Diploma in Orthopaedics, MBBS"
872,Dr. D N U Annapurna,Plastic Surgeon,23,Bangalore,Kengeri,100% ,87,1000,"MCh - Plastic Surgery, MBBS, MS - General Surgery"
873,Dr. Yasmin Imdad,Gynecologist/Obstetrician,20,Bangalore,Whitefield,100% ,51,600,"MBBS, DGO, DNB - Obstetrics & Gynecology"
874,Ms. Silky Mahajan,Dietitian/Nutritionist,14,Bangalore,JP Nagar,96% ,205,1500,"B.Sc. - Home Science (Food & Nutrition), M.Sc. - Home Science (Food & Nutrition)"
875,Dr. Rajashekhar K T,Orthopedist,21,Bangalore,Bannerghatta Road,100% ,18,850,"MBBS, MS - Orthopaedics, M.Ch - Orthopaedics"
876,Dr. George Jeevan,Dentist,19,Bangalore,Koramangala,99% ,153,500,BDS
877,Dr. Sudeep Putta Manohar,Endocrinologist,22,Bangalore,Jayanagar,93% ,34,950,"MBBS, MRCP (UK), CCT - Endocrinology and Diabetes Mellitus"
878,Dr. Manasa Anup,Dentist,15,Bangalore,Vidyaranyapura,100% ,4,250,BDS
879,Dr. Vikram V Kamath,Dentist,13,Bangalore,Hegde Nagar,95% ,17,600,BDS
880,Dr. Vikram V Kamath,Dentist,13,Bangalore,Hegde Nagar,95% ,17,600,BDS
881,Dr. Sangeeta Honnur,Dentist,27,Bangalore,Bellandur,96% ,583,400,BDS
882,Dr. Narendra Prasad L,Internal Medicine,26,Bangalore,Hebbal,100% ,3,800,"MBBS, MD - General Medicine"
883,Dr. Munisekhar Reddy,General Surgeon,11,Bangalore,HSR Layout,100% ,78,600,"MBBS, DNB - General Surgery"
884,Dr. Archana S,Dentist,16,Bangalore,HSR Layout,99% ,70,300,BDS
885,Dr. Pooja Yuresh Gandhi,,10,Bangalore,Banashankari,100% ,20,500,"MBBS, DGO, DNB - Obstetrics & Gynecology"
886,Dr. Shashikala Ksheerasagar,Gynecologist/Obstetrician,21,Bangalore,Millers Road,100% ,14,1000,"MBBS, DGO, MRCOG(UK), Fellowship in Reproductive Medicine"
887,Dr. Sandeep Hegde,Dentist,29,Bangalore,BTM Layout 2nd Stage,99% ,199,400,BDS
888,Dr. Leena C D,Gynecologist/Obstetrician,30,Bangalore,Hebbal,100% ,1,800,"MBBS, MD - Obstetrics & Gynaecology"
889,Dr. Neelesh Reddy P R,Oncologist,23,Bangalore,Yeshwanthpur,100% ,3,1100,"MBBS, MD - General Medicine, DM - Oncology"
890,Dr. Aparna Narayan,Dentist,13,Bangalore,Whitefield,100% ,45,350,BDS
891,Dr. Neelesh Reddy P R,Oncologist,23,Bangalore,Yeshwanthpur,100% ,3,1100,"MBBS, MD - General Medicine, DM - Oncology"
892,Dr. Ashok M.V,Pediatrician,20,Bangalore,Bannerghatta Road,92% ,6,800,"MBBS, MD - Pediatrics"
893,Dr. Girish S P,GastroIntestinal Surgeon,25,Bangalore,JP Nagar,85% ,29,950,"MCh - Surgical Gastroenterology/G.I. Surgery, MBBS, MS - General Surgery"
894,Dr. Geetha Belliappa,Gynecologist/Obstetrician,31,Bangalore,Bannerghatta Road,95% ,22,850,"MBBS, MD - Obstetrics & Gynaecology"
895,Dr. Sophia,Gynecologist/Obstetrician,13,Bangalore,Electronics City,94% ,55,700,"MBBS, Post Doctoral Fellowship in Reproductive Medicine, MS - Obstetrics & Gynaecology"
896,Dr. Vaibhav Nagaraj,Dentist,12,Bangalore,Sahakaranagar,N/A,N/A,300,"BDS, MDS - Oral & Maxillofacial Surgery"
897,Dr. Kishore Babu S,Nephrologist,32,Bangalore,Old Airport Road,71% ,12,900,"MBBS, MD - Pediatrics, DNB - Nephrology"
898,Dr. Shashi Kumar H.K,Orthopedist,13,Bangalore,Bannerghatta Road,86% ,5,850,"MBBS, MS - Orthopaedics"
899,Dr. Suhas Prabhakar,Dentist,13,Bangalore,Bannerghatta Road,98% ,18,300,"BDS, MDS - Oral & Maxillofacial Surgery"
900,Dr. Suhas Prabhakar,Dentist,13,Bangalore,Bannerghatta Road,98% ,18,300,"BDS, MDS - Oral & Maxillofacial Surgery"
901,Dr. Silju Mathew,Dentist,32,Bangalore,New BEL Road,100% ,1,500,"BDS, MDS - Orthodontics"
902,Dr. Saurabh Gupta,Dentist,13,Bangalore,Kanakpura Road,100% ,20,500,"BDS, MDS - Oral & Maxillofacial Surgery"
903,Dr. Gajanan Kulkarni,Psychiatrist,14,Bangalore,Jayanagar,97% ,25,1000,"MBBS, Diploma in Psychiatry, M.D. (Psychiatry)"
904,Dr. Chaya,Ayurveda,17,Bangalore,Gottigerre,97% ,166,1200,"BAMS, MSc - Psychology, PhD - Psychology"
905,Dr. Anirban Chatterjee,Dentist,29,Bangalore,BTM Layout 2nd Stage,80% ,16,300,"BDS, MDS - Periodontics"
906,Dr. Sharath K.R,Orthopedist,14,Bangalore,Banashankari 3rd Stage,100% ,26,600,"DNB - Orthopedics/Orthopedic Surgery, MS - Orthopaedics, MBBS"
907,Dr. Radhika Thappeta,Internal Medicine,30,Bangalore,Whitefield,83% ,6,800,"MBBS, Diplomate of American Board of Internal Medicine (Internal Medicine)"
908,Dr. Nagesh H E,Cardiologist,26,Bangalore,Malleswaram,100% ,7,750,"MBBS, MD - General Medicine, DNB - Cardiology"
909,Dr. Thomas J Kishen,Spine Surgeon,26,Bangalore,Old Airport Road,92% ,8,900,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, Fellow in Spine Surgery"
910,Dr. Rahul.N.S,Vascular Surgeon,19,Bangalore,Old Airport Road,84% ,7,900,"MBBS, MS - General Surgery, MCh - Vascular Surgery"
911,Dr. Karishma Kagodu,Plastic Surgeon,16,Bangalore,Indiranagar,96% ,83,1000,"MBBS, MS - General Surgery, MCh - Plastic Surgery"
912,Dr. Sumant Mantri,Pulmonologist,26,Bangalore,Bannerghatta Road,60% ,12,1000,"MBBS, DNB - Respiratory Diseases"
913,Dr. Shounak Choudhury,Pediatric Surgeon,13,Bangalore,Whitefield,90% ,7,900,"MBBS, DNB - Pediatric Surgery"
914,Dr. Rita Samuel Bing,Homoeopath,13,Bangalore,Kumaraswamy Layout,100% ,15,550,BHMS
915,Dr. Aamir K.   (Physiotherapist),Physiotherapist,11,Bangalore,HSR Layout,98% ,129,600,"BPTh/BPT, Masters of Physiotheraphy"
916,Dr. I R Ravish,Urologist,26,Bangalore,JP Nagar,85% ,18,950,"MBBS, MS - General Surgery, MCh - Urology"
917,Dr. Sudheer K A,Pediatrician,15,Bangalore,Hebbal,93% ,8,700,"MBBS, MD - Pediatrics, DNB - Neonatology"
918,Dr. Sunil Kumar K,Pulmonologist,19,Bangalore,Hebbal,82% ,17,900,"MBBS, MD - General Medicine, DM - Pulmonary Medicine"
919,Dr. Srinivas Prasad B V,Cardiologist,21,Bangalore,Jayanagar 4 Block,100% ,6,600,"MBBS, MD - Medicine, DM - Cardiology"
920,Dr. B.S. Chakrapani,Cardiologist,37,Bangalore,Old Airport Road,94% ,15,900,"MBBS, DM - Cardiology, DNB - General Medicine"
921,Dr. Srinivas A K,Urologist,17,Bangalore,Old Airport Road,100% ,5,900,"MBBS, MS - General Surgery, MCh - Urology"
922,Dr. Shahul Kamal Asif,Dentist,8 ,Bangalore,Kalyan Nagar,100% ,120,300,"BDS, Fellowship in Oral implantlogy"
923,Dr. Gayathri Chinmayee B,Dentist,10,Bangalore,Banaswadi,98% ,43,500,"BDS, MDS - Periodontics"
924,Dr. Karishma Mohanani,Dentist,5 ,Bangalore,Munnekollal,100% ,11,300,"BDS, MDS - Prosthodontist And Crown Bridge"
925,Dr. Srinivas Panchajanya,Dentist,19,Bangalore,JP Nagar 1 Phase,99% ,139,400,"BDS, MDS - Conservative Dentistry & Endodontics"
926,Dr. Swarna T P,Ophthalmologist,10,Bangalore,Padmanabhanagar,100% ,12,500,"DO, MBBS"
927,Dr. Manjunath C S,Gynecologist/Obstetrician,19,Bangalore,Koramangala,93% ,53,800,"MS - Obstetrics & Gynaecology, MBBS"
928,Dr. Karthik Vasudevan,Cardiologist,18,Bangalore,Yeshwanthpur,N/A,N/A,950,"MBBS, DNB - General Medicine, DM - Cardiology"
929,Dr. Chaithra S K,Gynecologist/Obstetrician,13,Bangalore,Kalyan Nagar,94% ,77,550,"MBBS, MS - Obstetrics & Gynaecology"
930,Dr. SurendraKumar Tiwari,Pediatrician,41,Bangalore,Kasavanahalli,100% ,6,700,"MBBS, Diploma in Child Health (DCH)"
931,Dr. Shankar B G,Ear-Nose-Throat (ENT) Specialist,29,Bangalore,Bannerghatta Road,89% ,20,1100,"MS - ENT, MBBS"
932,Dr. Pradeep Kumar,Pediatrician,19,Bangalore,Hebbal,96% ,38,750,"MBBS, MD - Pediatrics"
933,Dr. Chandrasekar Chikkamuniyappa,Orthopedist,28,Bangalore,Sampangiramnagar,96% ,97,800,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
934,Dr. R.Chaitanya Sravanthi,Pulmonologist,13,Bangalore,Bannerghatta Road,96% ,32,800,"MBBS, MD - Pulmonary Medicine, DNB - Respiratory Diseases"
935,Dr. NAGARJUN M N,Neurosurgeon,13,Bangalore,Jayanagar 9 Block,N/A,N/A,750,"MBBS, MCh - Neuro Surgery"
936,Dr. Nikhil C Hiremath,Neurologist,13,Bangalore,Yeshwanthpur,93% ,38,500,"MBBS, MD - General Medicine, DM - Neurology"
937,Dr. Bhupendra Chaudhry,Psychiatrist,30,Bangalore,Koramangala 5 Block,93% ,35,1200,"MBBS, M.D. (Psychiatry)"
938,Dr. Ravi Sinha,Dentist,12,Bangalore,Koramangala,100% ,40,400,"BDS, MDS - Prosthodontist And Crown Bridge, MFGDP - Membership of the Faculty of General Dental Practitioners"
939,Dr. Srinath A,Endocrinologist,29,Bangalore,Kengeri,75% ,2,700,"MBBS, MRCP (UK), MD - General Medicine"
940,Dr. Baliwanth Anandakrishnan,Pediatrician,19,Bangalore,Indiranagar,100% ,24,800,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics"
941,Dr. Mudit Kedia,Dentist,13,Bangalore,BTM Layout,99% ,150,500,"MDS - Prosthodontist And Crown Bridge, BDS"
942,Dr. C.Prashanth,General Surgeon,29,Bangalore,Koramangala 5 Block,N/A,N/A,650,"MBBS, MS - General Surgery"
943,Dr. Paritosh Pandey,Neurosurgeon,22,Bangalore,Old Airport Road,86% ,8,900,"MBBS, MCh - Neuro Surgery"
944,Dr. Haritha Ravipati,Dermatologist,10,Bangalore,Ulsoor,98% ,52,600,"MBBS, MD - Dermatology , Venereology & Leprosy"
945,Dr. Smitha Saikumar,Ayurveda,14,Bangalore,Basaveshwaranagar,100% ,15,1000,BAMS
946,Dr. Aravind Srinivas,Dentist,22,Bangalore,Jakkur,91% ,28,300,"BDS, MDS - Orthodontics"
947,Dr. Shambulinga,Dentist,32,Bangalore,HSR Layout,92% ,36,300,BDS
948,Dr. Lokanadha Reddy,Pediatrician,12,Bangalore,Thanisandra,98% ,129,400,"MBBS, MD - Pediatrics"
949,Dr. Chandrika P. Kulkarni,Reproductive Endocrinologist (Infertility),21,Bangalore,Jayanagar,90% ,57,850,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine, DNB - Obstetrics & Gynecology"
950,Dr. Reetu Singh,Dentist,14,Bangalore,Jalahalli,100% ,24,300,BDS
951,Dr. Prashant Singh,Ophthalmologist,23,Bangalore,Kammana Halli,100% ,43,200,MS - Ophthalmology
952,Dr. Manish Joshi,Laparoscopic Surgeon,22,Bangalore,Sampangiramnagar,88% ,24,900,"MBBS, MS - General Surgery, MRCS (UK), DNB - Surgical Gastroenterology"
953,Dr. Nirmala Shivalingaiah,Gynecologist/Obstetrician,43,Bangalore,Richmond Town,91% ,19,600,"MBBS, MD - Obstetrics & Gynaecology"
954,Dr. Aradhana Sood,Dermatologist,22,Bangalore,Hebbal,N/A,N/A,1090,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology"
955,Dr. Vivek Kumar N Savsani,Orthopedist,12,Bangalore,Indiranagar,100% ,N/A,650,"MBBS, MS - Orthopaedics"
956,Dr. Kayal Vizhi N,Gastroenterologist,8 ,Bangalore,Hebbal,100% ,11,850,"MBBS, DNB - General Medicine, DNB - Gastroenterology"
957,Dr. Suneela Nayak,Pediatrician,22,Bangalore,Bannerghatta Road,97% ,32,1100,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), CCT - Paediatrics, FRCPCH"
958,Dr. Pramod M N,Neurologist,20,Bangalore,Seshadripuram,99% ,55,740,"MBBS, DM - Neurology"
959,Dr. Latha Subramanya,Dentist,30,Bangalore,JP Nagar 2 Phase,97% ,54,300,"BDS, MDS - Paedodontics And Preventive Dentistry"
960,Dr. Mallikarjun Kalashetty,Hematologist,20,Bangalore,Old Airport Road,93% ,41,900,"MBBS, MD - General Medicine, DM - Clinical Haematology"
961,Dr. Deepak G Shivarathre,Orthopedist,19,Bangalore,Malleswaram,97% ,15,700,"MBBS, FRCS - Trauma & Orthopedic Surgery, MRCS (UK)"
962,Dr. Divya Shree J,Pulmonologist,5 ,Bangalore,Jayanagar 9 Block,100% ,2,750,"MBBS, MD - Tuberculosis & Respiratory Diseases / Pulmonary Medicine"
963,Dr. NG Sylvia Kune,Dentist,6 ,Bangalore,HAL 2nd Stage,96% ,21,500,BDS
964,Dr. Vathsala Naik,Dentist,39,Bangalore,Indiranagar,100% ,31,500,"BDS, MDS - Oral Medicine and Radiology"
965,Dr. Anil Patil,Orthopedist,13,Bangalore,Yeshwanthpur,99% ,122,700,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
966,Dr. Kavitha J,Dentist,26,Bangalore,Bannerghatta Road,97% ,22,300,BDS
967,Dr. Anand N S,General Surgeon,19,Bangalore,Yeshwanthpur,N/A,N/A,950,"MBBS, DNB - General Surgery, Fellowship in Minimal Invasive Surgery"
968,Dr. Medha Gupta,Dentist,9 ,Bangalore,Domlur,100% ,74,500,"BDS, MDS - Prosthodontist And Crown Bridge"
969,Dr. M G Madhukumar,Plastic Surgeon,24,Bangalore,Jayanagar 4 Block,99% ,240,1000,"MBBS, MS - General Surgery, MCh - Plastic Surgery, DNB - Plastic Surgery"
970,Dr. Lahari,Dentist,15,Bangalore,HSR Layout,100% ,20,500,"MDS - Public Health Dentistry, BDS"
971,Dr. Akanksha Kapoor,Dentist,8 ,Bangalore,KR Puram,100% ,264,200,BDS
972,Dr. Srinivas B J,Oncologist,22,Bangalore,Vidyaranyapura,100% ,60,1000,"MBBS, MD - General Medicine, DNB  - Medical Oncology"
973,Dr. Praveen C R,General Surgeon,21,Bangalore,Whitefield,100% ,87,500,"MBBS, MS - General Surgery"
974,Dr. Parimala Devi,Gynecologist/Obstetrician,37,Bangalore,Bannerghatta Road,73% ,23,800,"MBBS, MD - Obstetrics & Gynaecology"
975,Dr. Archana Diwan,Dentist,22,Bangalore,Horamavu,99% ,77,400,BDS
976,Dr. Rethvi Tej,Dermatologist,12,Bangalore,Sadashivanagar,98% ,35,600,"MD - Dermatology , Venereology & Leprosy, MBBS, DNB - Dermatology, Venereology & Leprosy"
977,Dr. Meghana Reddy,Gynecologist/Obstetrician,10,Bangalore,Marathahalli,100% ,85,800,"MS - Obstetrics & Gynaecology, MBBS"
978,Dr. Anand Dothilal,Gastroenterologist,18,Bangalore,Old Airport Road,82% ,10,900,"MBBS, MD - Medicine, DM - Gastroenterology"
979,Dr. Naveen N,Dentist,21,Bangalore,Rajarajeshwarinagar,97% ,39,300,"BDS, MDS - Community Dentistry"
980,Dr. Leslie Ravi Kumar,Ophthalmologist,26,Bangalore,Millers Road,99% ,9,1000,"MBBS, MS - Ophthalmology, DNB - Ophthalmology"
981,Dr. Naveen N,Dentist,21,Bangalore,Rajarajeshwarinagar,97% ,39,300,"BDS, MDS - Community Dentistry"
982,Dr. P.V Rajan   (Physiotherapist),Physiotherapist,13,Bangalore,Frazer Town,98% ,113,400,"BPTh/BPT, Masters of Physiotheraphy"
983,Dr. Bhavana Patil,Dentist,14,Bangalore,Hebbal Kempapura,97% ,54,500,BDS
984,Dr. Sudhir Hebbar,Psychiatrist,29,Bangalore,Marathahalli,76% ,34,800,"MBBS, DNB - Psychiatry"
985,Dr. Suvina attavar,Dermatologist,9 ,Bangalore,Whitefield,98% ,192,600,"DDVL, MBBS"
986,Dr. Sharil Hegde P,Pediatrician,21,Bangalore,Hebbal,100% ,1,800,"MBBS, MD - Pediatrics"
987,Dr. Chandrashekara Aithal,Cosmetologist,32,Bangalore,BTM Layout 2nd Stage,86% ,79,500,"MBBS, DVD"
988,Dr. Goutham Kumar,General Surgeon,18,Bangalore,MG Road,97% ,35,800,"MBBS, MS - General Surgery"
989,Dr. Shraddha Kololgi,Dermatologist,6 ,Bangalore,Jayanagar 4 Block,100% ,27,600,"MBBS, MD - Dermatology , Venereology & Leprosy"
990,Dr. Shraddha Kololgi,Dermatologist,6 ,Bangalore,Jayanagar 4 Block,100% ,27,600,"MBBS, MD - Dermatology , Venereology & Leprosy"
991,Dr. Devikarani,Gynecologist/Obstetrician,17,Bangalore,Kalyan Nagar,93% ,23,800,"MBBS, DGO, DNB - Obstetrics & Gynecology"
992,Dr. Anil Kumar M R,Oncologist,14,Bangalore,Nagarbhavi 2nd Stage,99% ,509,500,"MBBS, MD - Radiotherapy"
993,Dr. Hema S,Dermatologist,12,Bangalore,Sadashivanagar,97% ,27,600,"MBBS, MD - Dermatology , Venereology & Leprosy"
994,Dr. Bidisha Banerjee,Pediatric Neurologist,19,Bangalore,Old Airport Road,94% ,25,900,"MBBS, MD - Pediatrics, DM - Pediatric Neurology"
